Id,audit_year,Country,Hospital.Site,Hospital.Beds..HC.,Diabetic.Patients..BA.,Prevalence.of.diabetes,Percentage.White,Percentage.emergency,Percentage.Mangement.of.diabetes,Percentage.other.medical,Percentage.Non.Medical,Percentage.Diabetes.Type.1,Percentage.Diabetes.Type.2...Insulin,Percentage.Diabetes.Type.2...Non.insulin,Percentage.Diabetes.Type.2...Diet.only,Percentage.Diabetes.Type.Other,Nursing.hours,Consultant.hours,Dietician.hours,Podiatrist.hours,Blood.Glucose.monitoring.Days,Appropriate.Days,Good.Diabetes.Days,Visit.by.specialist.diabetes.team,Medication.errors,prescription.errors,management.errors,Insulin.Errors,Admitted.with.foot.disease,Seen.by.the.MDT.within.24.hours,Foot.Risk.Assessment.completed.within.24.hours,Foot.Risk.Assessment.completed.during.the.hospital.stay,X..Severe.Hypo,X..Minor.Hypo,Meals.Suitable,Meals.Timing,Meals.Choice,Staff.Knowledge...Answer.Qs,Staff.Knowledge...Emotional.support,Staff.Knowledge...Work.together,Overall.Satisfaction,Patient.reported.unexpected.high,Patient.reported.unexpected.low,Able.to.take.control.of.diabetes.care,Staff.aware.of.diabetes,some.all.or.most.staff.know.enough.about.diabetes,Percentage.renal.replacement.therapy
222,2010,England,Hospital,277,60,0.217,0.875,0.9,0.067,0.717,0.217,0.051,0.39,0.373,0.186,0,0.26,0.17,0.19,0.16,5.1,3.69,2.92,0.268,0.438,0.354,0.25,0.354,0.125,0.857,0.164,0.171,0.1,0.133,0.941,0.824,0.778,0.778,0.647,0.444,1,0.294,0.294,0.667,0.944,0.778,0
223,2010,England,Hospital,164,40,0.138,1,0.923,0.075,0.7,0.225,0.05,0.375,0.425,0.15,0,0.01,0.23,0.24,0.04,7,6.03,4.25,0.103,0.2,0.171,0.086,0.143,0.079,0,0.474,0.118,0.15,0.25,1,0.75,0.833,0.25,0.8,0.438,0.875,0.353,0.471,0.643,0.944,0.706,0
224,2010,England,Hospital,325,45,0.138,0.977,0.953,0.136,0.614,0.25,0,0.429,0.357,0.214,0,0.94,0.18,0.04,0.04,5.7,5.56,3.76,0.927,0.273,0.114,0.182,0.205,0.114,0.4,0.273,0.6,0.178,0.311,0.971,0.742,0.742,0.625,0.452,0.588,0.941,0.273,0.273,0.742,0.971,0.676,0
225,2010,England,Hospital,468,67,0.143,0.906,0.924,0.138,0.662,0.2,0.045,0.273,0.515,0.167,0,0.9,0.15,0.16,0.24,6.3,5.86,3.45,0.379,0.45,0.25,0.283,0.25,0.095,0.5,0.333,0.182,0.149,0.313,0.9,0.611,0.45,0.4,0.733,0.35,0.8,0.263,0.263,0.778,0.944,0.65,0
226,2010,England,Hospital,362,46,0.127,0.978,0.891,0.023,0.682,0.295,0.111,0.222,0.467,0.2,0,0.82,0.26,0.26,0.31,5.53,4.42,2.04,0.29,0.227,0.091,0.182,0.159,0.125,0,0.167,0.079,0.043,0.196,1,0.846,0.857,0.714,0.727,0.769,0.929,0.308,0.615,0.667,1,0.846,0
227,2010,England,Hospital,450,29,0.064,0.893,0.931,0.069,0.552,0.379,0.077,0.5,0.423,0,0,1.29,1.21,1.29,0.17,6.82,5.75,4.14,0.12,0.5,0.464,0.143,0.429,0.154,0.25,0.241,0.204,0.069,0.345,0.8,0.7,0.667,0.75,1,0.2,0.7,0.2,0.3,0.6,0.9,0.3,0
228,2010,England,Hospital,663,84,0.127,0.914,0.9,0.148,0.605,0.247,0.1,0.213,0.55,0.138,0,2.7,0.19,0.05,0.06,4.98,4.51,3.7,0.382,0.23,0.122,0.135,0.122,0.09,0.333,0.215,0.295,0.119,0.202,0.851,0.711,0.711,0.5,0.39,0.5,0.87,0.233,0.279,0.455,0.882,0.673,0.091
229,2010,England,Hospital,278,64,0.23,0.563,0.906,0.082,0.787,0.131,0.032,0.365,0.508,0.095,0,0.7,0.05,0.03,0.41,6.49,5.96,4.67,0.794,0.19,0.19,0.016,0.111,0.242,0.667,0.639,0.667,0.125,0.172,0.909,0.667,0.6,0.375,0.667,0.273,0.818,0.364,0.455,0.636,1,0.636,0.016
230,2010,England,Site,740,132,0.178,0.551,0.786,0.046,0.779,0.176,0.076,0.359,0.458,0.107,0,0.24,0.11,0.02,0.02,6.55,6.21,3.33,0.244,0.496,0.341,0.318,0.349,0.085,0.182,0,0.162,0.136,0.28,0.732,0.585,0.439,0.531,0.6,0.372,0.814,0.512,0.349,0.667,0.953,0.619,0.127
231,2010,England,Hospital,471,62,0.132,0.967,0.871,0.048,0.581,0.371,0.032,0.403,0.371,0.194,0,0.16,0.15,0.24,0.21,6.59,6.42,3.96,0.364,0.283,0.151,0.151,0.189,0.121,0.8,0.074,0.225,0.129,0.161,1,0.8,0.893,0.357,0.75,0.357,0.871,0.222,0.148,0.733,0.903,0.621,0.016
232,2010,England,Hospital,501,101,0.202,0.907,0.96,0.04,0.657,0.303,0.082,0.34,0.32,0.258,0,0.24,0.1,0.04,0.01,6.37,5.65,4.42,0.333,0.348,0.283,0.141,0.25,0.144,0.364,0.132,0.182,0.05,0.188,1,0.824,0.789,0.333,0.846,0.316,0.75,0.263,0.421,0.667,0.85,0.5,0.067
233,2010,England,Hospital,368,48,0.13,0.979,0.938,0.125,0.563,0.313,0.104,0.563,0.25,0.083,0,0.78,0.17,0.04,0.06,7,6.72,4.26,0.83,0.128,0.085,0.064,0.128,0.104,0.4,0.34,0.917,0.042,0.229,1,0.85,0.952,0.444,0.765,0.364,0.773,0.261,0.261,0.75,0.955,0.714,0.021
234,2010,England,Hospital,98,73,0.745,1,0.955,0.069,0.597,0.333,0.044,0.118,0.426,0.412,0,0.41,0.22,0.23,0,6.18,6.18,4.03,0.203,0.388,0.313,0.194,0.119,0.086,0.667,0.139,0.08,0.096,0.137,0.926,0.852,0.846,0.611,0.519,0.483,0.862,0.321,0.214,0.56,0.966,0.857,0.057
235,2010,England,Hospital,474,92,0.194,0.944,0.917,0.059,0.635,0.306,0.079,0.27,0.551,0.101,0,0.41,0.07,0,0.1,6.31,6.23,5.04,0.181,0.357,0.31,0.107,0.19,0.186,0.083,0.295,0.397,0.13,0.25,0.885,0.64,0.68,0.556,0.667,0.556,0.815,0.417,0.417,0.68,0.926,0.72,0.023
236,2010,England,Hospital,447,63,0.141,0.984,0.823,0.095,0.54,0.365,0.127,0.333,0.429,0.111,0,1.13,0.07,0.49,0.02,6.37,6.17,3.85,0.283,0.361,0.311,0.148,0.23,0.127,0.375,0.127,0.088,0.095,0.143,0.806,0.857,0.719,0.476,0.824,0.343,0.756,0.294,0.294,0.743,0.805,0.605,0.032
237,2010,England,Hospital,255,30,0.118,0.808,0.867,0.207,0.448,0.345,0,0.379,0.552,0.069,0,1.23,0.53,0.13,0.13,5.47,5.81,2.91,0.44,0.4,0.267,0.267,0.1,0.103,0.333,0.37,0.176,0.067,0.167,0.714,0.25,0.571,0.25,0.857,0,0.75,0.25,0.375,0.667,1,0.75,0
238,2010,England,Hospital,281,52,0.185,0.426,0.837,0.14,0.58,0.28,0.061,0.449,0.327,0.163,0,1.19,1.73,1.29,0,6.25,5.37,3.46,0.275,0.5,0.326,0.326,0.326,0.061,0,0.116,0.091,0.077,0.154,0.727,0.552,0.538,0.565,0.318,0.406,0.667,0.424,0.212,0.464,0.829,0.667,0.021
239,2010,England,Hospital,836,158,0.189,0.732,0.914,0.06,0.788,0.152,0.052,0.316,0.574,0.058,0,0.43,0.08,0.02,0.16,6.27,6.15,2.95,0.191,0.493,0.277,0.358,0.284,0.053,0.25,0.35,0.722,0.12,0.272,0.765,0.563,0.667,0.438,0.5,0.278,0.556,0.467,0.6,0.625,0.778,0.556,0.02
240,2010,England,Hospital,500,86,0.172,0.899,0.894,0.084,0.747,0.169,0.036,0.405,0.452,0.107,0,0.83,0.14,0.05,0.01,6.06,5.23,4.78,0.397,0.235,0.099,0.136,0.111,0.078,1,0.329,0.899,0.105,0.198,0.87,0.935,0.886,0.444,0.786,0.5,0.826,0.222,0.311,0.744,0.733,0.63,0
241,2010,England,Hospital,371,62,0.167,1,0.967,0.145,0.548,0.306,0.066,0.213,0.508,0.213,0,0.11,0.03,0.03,0.02,6.23,5.97,4.56,0.311,0.211,0.123,0.105,0.053,0.081,0.6,0.197,0.275,0.097,0.242,0.909,0.65,0.9,0.625,0.591,0.409,0.909,0.095,0.286,0.619,0.955,0.682,0.016
242,2010,England,Site,1619,237,0.146,0.858,0.834,0.035,0.64,0.325,0.056,0.276,0.5,0.168,0,0.32,0.07,0,0.01,6.05,6.12,4.18,0.159,0.292,0.139,0.191,0.172,0.064,0.5,0.327,0.301,0.135,0.228,0.694,0.632,0.542,0.63,0.643,0.371,0.71,0.194,0.306,0.65,0.937,0.651,0.058
243,2010,England,Site,507,70,0.138,0.986,0.87,0.029,0.594,0.377,0.087,0.13,0.493,0.29,0,0.31,0.11,0.11,0.06,5.96,5.64,4.02,0.261,0.206,0.095,0.143,0.095,0.03,1,0.2,0.25,0.1,0.086,0.857,0.667,0.684,0.533,0.684,0.476,0.857,0.095,0.19,0.737,0.905,0.6,0
244,2010,England,Hospital,980,136,0.139,0.799,0.746,0.053,0.644,0.303,0.061,0.371,0.492,0.076,0,0.28,0.01,0.03,0.03,6.24,5.99,3.29,0.252,0.276,0.112,0.172,0.209,0.09,0.333,0.092,0.109,0.103,0.199,0.912,0.594,0.516,0.381,0.607,0.278,0.75,0.371,0.429,0.645,0.919,0.647,0.096
245,2010,England,Site,1387,140,0.101,0.968,0.752,0.107,0.58,0.313,0.068,0.341,0.341,0.25,0,0.31,0.03,0.01,0.01,5.76,5.44,3.59,0.205,0.382,0.301,0.22,0.333,0.069,0.667,0.15,0.366,0.1,0.25,0.889,0.756,0.705,0.34,0.718,0.452,0.788,0.227,0.28,0.685,0.857,0.607,0.022
246,2010,England,Site,782,71,0.091,0.933,0.873,0.129,0.714,0.157,0.101,0.232,0.464,0.203,0,0.17,1.24,0.11,0.11,5.63,4.31,2.8,0.194,0.516,0.375,0.266,0.375,0.086,0.4,0,0.079,0.155,0.282,0.8,0.714,0.733,0.455,0.769,0.333,0.733,0.2,0.333,0.667,0.867,0.692,0.015
247,2010,England,Site,987,111,0.112,0.991,0.898,0.046,0.633,0.321,0.1,0.255,0.345,0.3,0,0.4,0.19,0.05,0.07,5.77,5.77,3.5,0.143,0.26,0.15,0.17,0.16,0.037,0.75,0,0.397,0.081,0.207,0.926,0.792,0.76,0.737,0.75,0.519,0.778,0.296,0.222,0.76,1,0.704,0.029
248,2010,England,Hospital,850,164,0.193,0.942,0.86,0.116,0.567,0.317,0.061,0.252,0.521,0.166,0,0.38,0.1,0.02,0.13,5.73,4.97,3.68,0.144,0.409,0.302,0.188,0.255,0.09,0.917,0.133,0.195,0.055,0.122,0.818,0.84,0.653,0.343,0.732,0.204,0.691,0.302,0.208,0.691,0.857,0.554,0.03
249,2010,England,Hospital,216,28,0.13,0.826,0.667,0.071,0.429,0.5,0.16,0.36,0.36,0.12,0,1.88,0.29,0.81,0.79,6,5.75,2.16,0.4,0.615,0.385,0.5,0.5,0.136,0.333,0.192,0.375,0.179,0.179,0.9,0.75,0.444,0.833,0.333,0.4,1,0.571,0.286,1,0.9,0.6,0.185
250,2010,England,Hospital,80,12,0.15,1,1,0.182,0.818,0,0.25,0,0.583,0.167,0,6.33,2.67,1.67,0.08,6.92,6.92,3.5,0,0.333,0.083,0.25,0.083,0,0.706,0.182,0.583,0.083,0.25,1,1,1,1,0.5,0.667,1,0.333,0,0.333,1,1,0
251,2010,England,Hospital,547,76,0.139,0.904,0.905,0.068,0.644,0.288,0.066,0.276,0.579,0.079,0,1.52,0.53,0.04,0.03,6.74,6.55,4.52,0.257,0.289,0.158,0.184,0.158,0.095,0.8,0.217,0.263,0.184,0.276,0.76,0.6,0.583,0.6,0.625,0.36,0.76,0.125,0.208,0.542,0.833,0.6,0.043
252,2010,England,Hospital,383,52,0.136,0.898,0.92,0.058,0.712,0.231,0.059,0.392,0.431,0.118,0,0.94,0.1,0.04,0.17,5.76,4.91,3.45,0.318,0.208,0.167,0.083,0.146,0.077,0.667,0.24,0.308,0.038,0.212,0.743,0.758,0.559,0.471,0.645,0.229,0.714,0.306,0.25,0.677,0.806,0.571,0.058
253,2010,England,Hospital,75,16,0.213,1,0.091,0.071,0.571,0.357,0,0.25,0.313,0.438,0,0.63,0.56,0.01,0.81,1.4,5.25,5.38,0.385,0.188,0.063,0.125,0.125,0.125,1,0.563,0,0,0.063,1,0.5,0.455,0.2,0.375,0.273,0.75,0.167,0.083,0.583,0.917,0.417,0
254,2010,England,Hospital,464,70,0.151,0.943,0.97,0.059,0.765,0.176,0.03,0.269,0.567,0.134,0,0.85,0.14,0.06,0,6.43,5.37,4.85,0.254,0.232,0.159,0.087,0.116,0.045,0.667,0.149,0.357,0.086,0.257,0.841,0.75,0.579,0.583,0.75,0.35,0.86,0.195,0.146,0.69,0.837,0.69,0
255,2010,England,Hospital,157,19,0.121,1,0.895,0.053,0.632,0.316,0.053,0.421,0.316,0.211,0,1.05,0.8,0.53,0.11,6.79,6.79,5.89,0.556,0.222,0.222,0,0.167,0.111,0.5,0.278,0.769,0.053,0.158,0.833,0.857,0.75,0.2,0.429,0.429,0.75,0.143,0,0.375,0.875,0.5,0
256,2010,England,Hospital,872,88,0.101,0.955,0.85,0.036,0.655,0.31,0.071,0.369,0.417,0.143,0,0.41,0.09,0.09,0.05,6.74,6.46,4.45,0.397,0.226,0.155,0.095,0.131,0.094,0.25,0.183,0.156,0.114,0.136,0.886,0.85,0.795,0.75,0.605,0.628,0.864,0.205,0.103,0.705,0.864,0.714,0.012
257,2010,England,Hospital,376,51,0.136,0.979,0.96,0.102,0.531,0.367,0.122,0.286,0.388,0.204,0,0.75,0.39,0.53,0.12,6.39,5.56,3.11,0.3,0.438,0.333,0.25,0.229,0.1,0.8,0.204,0.04,0.118,0.196,0.917,0.7,0.818,0.778,0.364,0.545,0.727,0.25,0.417,0.636,0.917,0.9,0
258,2010,England,Hospital,219,39,0.178,1,0.868,0,0.703,0.297,0.051,0.41,0.333,0.205,0,0.77,0.36,0.13,0.69,6.32,5.98,4.07,0.286,0.118,0.059,0.118,0.059,0.057,0.5,0.158,0.067,0.103,0.231,1,0.778,0.889,0.4,0.714,0.625,1,0.222,0.556,0.667,0.889,0.556,0
259,2010,England,Hospital,509,68,0.134,0.538,0.891,0.091,0.788,0.121,0.029,0.5,0.382,0.088,0,0.15,0.06,0.03,0.06,6.81,6.72,4.32,0.19,0.448,0.313,0.239,0.299,0.075,1,0.515,0.118,0.118,0.206,0.7,0.375,0.438,0.308,0.706,0.368,0.842,0.35,0.3,0.75,0.913,0.429,0
260,2010,England,Hospital,135,28,0.207,0.321,0.929,0.107,0.857,0.036,0,0.25,0.679,0.071,0,3.71,0.07,1.09,0.61,6.75,6.5,4.88,0.593,0.179,0,0.179,0.107,0.136,0.667,0.96,0.619,0.071,0.071,0.818,0.455,0.2,0.75,0.7,0.5,0.818,0,0.2,0.5,1,0.818,0
261,2010,England,Hospital,440,72,0.164,0.952,0.757,0.101,0.594,0.304,0.057,0.414,0.386,0.143,0,0.1,0.11,0.06,0.05,6.46,5.67,3.48,0.373,0.439,0.318,0.212,0.303,0.113,0.5,0.278,0.5,0.097,0.278,0.794,0.656,0.636,0.522,0.625,0.424,0.758,0.281,0.281,0.571,0.971,0.559,0.1
262,2010,England,Hospital,614,51,0.083,0.958,0.833,0.098,0.627,0.275,0.041,0.429,0.367,0.163,0,1.37,0.18,0.2,0.25,6.75,6.56,3.75,0.313,0.4,0.356,0.111,0.178,0.093,0,0.364,0.522,0.157,0.157,0.824,0.647,0.688,0.538,0.643,0.188,0.706,0.267,0.067,0.813,0.824,0.529,0.024
263,2010,England,Hospital,356,47,0.132,0.844,0.867,0.064,0.809,0.128,0.022,0.133,0.667,0.178,0,0.43,0.17,0.11,0.01,6.57,6.24,4.32,0.222,0.195,0.098,0.171,0.073,0.044,0,0.087,0.056,0.128,0.17,0.917,0.75,0.75,0.5,0.75,0.333,0.75,0.385,0.231,0.636,0.692,0.692,0
264,2010,England,Hospital,309,72,0.233,0.556,0.875,0.214,0.543,0.243,0.042,0.403,0.403,0.153,0,0.36,0.22,0.13,0.03,6.66,5.51,2.79,0.323,0.594,0.478,0.362,0.348,0.078,0.6,0.212,0.19,0.181,0.236,0.786,0.615,0.692,0.7,0.6,0.357,0.714,0.429,0.286,0.538,0.929,0.857,0.069
265,2010,England,Hospital,398,67,0.168,0.877,0.909,0.152,0.636,0.212,0.06,0.328,0.299,0.313,0,1.11,0.33,0.31,0.12,6.89,6.82,4.38,0.297,0.469,0.281,0.313,0.313,0.136,0.375,0.288,0.472,0.09,0.224,0.727,0.8,0.476,0.5,0.7,0.227,0.739,0.238,0.19,0.6,0.957,0.652,0.136
266,2010,England,Hospital,224,32,0.143,0.903,0.969,0.033,0.9,0.067,0,0.29,0.516,0.194,0,0.94,0.03,0.06,0.06,6.62,6.55,5.73,0.207,0.29,0.29,0.032,0.161,0.097,0,0.25,0,0.125,0.219,0.75,0.571,0.429,0.5,0.625,0.25,0.375,0.111,0.444,0.778,1,0.5,0
267,2010,England,Hospital,370,50,0.135,0.98,0.938,0.12,0.64,0.24,0.06,0.44,0.38,0.12,0,0.75,0.08,0.16,0.02,6.95,6.84,4.31,0.34,0.553,0.426,0.213,0.319,0.1,0,0.06,0.164,0.08,0.2,0.864,0.684,0.682,0.529,0.833,0.444,0.826,0.3,0.2,0.714,1,0.636,0.02
268,2010,England,Hospital,326,59,0.181,1,0.966,0.086,0.586,0.328,0.052,0.293,0.534,0.121,0,0.64,0.41,0.01,0.01,6.65,6.63,4.14,0.382,0.158,0.123,0.053,0.088,0.089,0.6,0.576,0.575,0.136,0.186,0.931,0.885,0.862,0.632,0.63,0.567,0.903,0.308,0.154,0.741,0.966,0.862,0.018
269,2010,England,Hospital,268,51,0.19,0.98,0.745,0.24,0.62,0.14,0.08,0.42,0.38,0.12,0,0.59,0.04,0.04,0.4,6.78,6.75,4.05,0.378,0.347,0.204,0.265,0.204,0.286,0.714,0.235,0.357,0.137,0.275,0.8,0.647,0.714,0.545,0.684,0.381,0.857,0.4,0.6,0.571,0.9,0.571,0.143
270,2010,England,Hospital,205,32,0.156,1,1,0.188,0.781,0.031,0.125,0.5,0.313,0.063,0,1.38,0.16,0.06,0.13,3.73,4.36,2.85,0.593,0.4,0.267,0.167,0.3,0.129,1,0.194,0.519,0.094,0.25,0.905,0.842,0.714,0.8,0.7,0.571,0.952,0.524,0.333,0.7,0.905,0.81,0
271,2010,England,Hospital,330,42,0.127,0.951,0.857,0.075,0.675,0.25,0.167,0.333,0.357,0.143,0,0.36,0.31,0.18,0.29,6.58,6.74,3.22,0.231,0.385,0.231,0.154,0.256,0.073,0.667,0.244,0.194,0.167,0.333,1,1,0.8,0.556,0.615,0.571,1,0.375,0.438,0.4,1,0.615,0
272,2010,England,Site,370,36,0.097,0.914,0.909,0.114,0.686,0.2,0.111,0.222,0.611,0.056,0,0.4,0.06,0,0.11,6.33,6,3.86,0.273,0.385,0.346,0.192,0.269,0.083,0.333,0.088,0.125,0.056,0.167,0.857,0.571,0.625,0.2,0.714,0.286,0.571,0.143,0.143,1,0.75,0.5,0.029
273,2010,England,Site,743,145,0.195,0.669,0.836,0.09,0.534,0.376,0.088,0.331,0.397,0.184,0,0.61,0.19,0.03,0.03,6.1,5.48,3.37,0.371,0.409,0.299,0.234,0.321,0.107,0.583,0.147,0.392,0.11,0.283,0.923,0.648,0.654,0.528,0.558,0.439,0.786,0.333,0.255,0.694,0.893,0.649,0.116
274,2010,England,Hospital,368,49,0.133,0.957,0.792,0.106,0.617,0.277,0.063,0.271,0.5,0.167,0,0.61,0.16,0.06,0.14,6.49,6.27,4.54,0.435,0.244,0.146,0.098,0.122,0.065,1,0.191,0.559,0.082,0.245,0.85,0.889,0.833,0.333,0.667,0.421,0.9,0.211,0.105,0.6,1,0.684,0
275,2010,England,Hospital,501,64,0.128,0.921,0.864,0.063,0.556,0.381,0.063,0.254,0.556,0.127,0,0.74,0.94,0.18,0.4,5.37,5.69,3.63,0.25,0.407,0.241,0.204,0.204,0.07,0.667,0.182,0.261,0.125,0.344,0.92,0.833,0.52,0.286,0.708,0.231,0.615,0.409,0.318,0.565,0.84,0.654,0
276,2010,England,Hospital,447,60,0.134,0.842,0.879,0.018,0.745,0.236,0,0.31,0.5,0.19,0,0.42,0.1,0.1,0.33,6.04,5.81,3.49,0.286,0.321,0.208,0.132,0.151,0.143,0.75,0.596,0.284,0.083,0.1,1,0.846,0.75,0.9,0.875,0.538,0.929,0.267,0.267,0.909,0.75,0.643,0.017
277,2010,England,Site,1211,156,0.129,0.987,0.757,0.033,0.616,0.351,0.077,0.258,0.484,0.181,0,0.46,0.04,0.1,0.02,6.25,5.78,4.28,0.21,0.377,0.336,0.098,0.205,0.054,0.375,0.113,0.144,0.09,0.167,0.907,0.838,0.632,0.8,0.667,0.568,0.889,0.286,0.333,0.718,0.886,0.727,0.033
278,2010,England,Hospital,580,96,0.166,1,0.88,0.078,0.733,0.189,0.074,0.221,0.516,0.189,0,0.45,0.07,0.08,0.03,5.12,4.7,2.9,0.154,0.352,0.253,0.176,0.187,0.066,0.333,0.195,0.106,0.063,0.188,0.93,0.821,0.842,0.5,0.676,0.442,0.822,0.214,0.19,0.725,0.889,0.619,0.022
279,2010,England,Hospital,148,22,0.149,1,1,0.136,0.773,0.091,0.091,0.273,0.5,0.136,0,2.73,0.22,0.27,0.1,6.68,6.68,3.19,0.227,0.45,0.3,0.2,0.3,0.045,0,0.045,0,0.182,0.364,0.667,0.667,1,1,0.333,0.333,1,0,0.333,1,1,0.667,0
280,2010,England,Site,1571,213,0.136,0.784,0.804,0.082,0.611,0.308,0.1,0.28,0.455,0.166,0,0.35,0.02,0.05,0.02,6.35,5.29,3.71,0.302,0.472,0.311,0.259,0.295,0.035,0.5,0,0.5,0.164,0.235,0.903,0.63,0.625,0.333,0.627,0.301,0.726,0.214,0.271,0.642,0.878,0.458,0.049
281,2010,England,Hospital,339,50,0.147,0.96,0.878,0.06,0.72,0.22,0.12,0.2,0.64,0.04,0,0.08,0.27,0.08,0.03,6.72,6.12,4.43,0.405,0.449,0.367,0.143,0.224,0.021,0,0.122,0.296,0.14,0.34,0.867,0.714,0.571,0.6,0.643,0.563,0.765,0.267,0.2,0.5,0.941,0.824,0
282,2010,England,Site,542,85,0.157,0.881,0.906,0.107,0.667,0.226,0.098,0.171,0.451,0.28,0,0.91,0.24,0.22,0.01,6.45,6.29,3.64,0.392,0.31,0.274,0.107,0.179,0.15,0.444,0.6,0.738,0.129,0.165,0.837,0.73,0.718,0.375,0.667,0.277,0.776,0.318,0.295,0.625,0.875,0.479,0.026
283,2010,England,Hospital,382,73,0.191,0.889,0.957,0.11,0.685,0.205,0.056,0.278,0.472,0.194,0,0.51,0.59,0.21,0.08,5.28,5.81,3.92,0.127,0.408,0.268,0.268,0.31,0.082,0.667,0.319,0.179,0.178,0.288,0.806,0.742,0.742,0.522,0.767,0.333,0.697,0.258,0.226,0.724,0.906,0.594,0.157
284,2010,England,Hospital,315,59,0.187,0.966,0.947,0.017,0.724,0.259,0.053,0.211,0.474,0.263,0,1.19,0.2,0.81,0.07,6.41,6.36,3.9,0.315,0.421,0.368,0.158,0.246,0.103,0.333,0.196,0.226,0.153,0.525,0.95,0.833,0.65,0.385,0.556,0.211,0.85,0.227,0.364,0.579,0.826,0.545,0.017
285,2010,England,Hospital,859,81,0.094,0.988,0.95,0.099,0.63,0.272,0.05,0.388,0.388,0.175,0,0.47,0.12,0.02,0.32,6.46,6.48,4.04,0.284,0.351,0.286,0.234,0.208,0.075,0.5,0.15,0.067,0.148,0.333,0.96,0.708,0.818,0.583,0.909,0.333,0.92,0.318,0.455,0.44,0.96,0.68,0.013
286,2010,England,Hospital,300,38,0.127,0.946,0.892,0.053,0.526,0.421,0.132,0.211,0.368,0.289,0,0.79,1.26,0.11,0.05,5.81,6.21,4.56,0.553,0.395,0.342,0.184,0.237,0.056,0.5,0.158,0.132,0.079,0.211,0.846,0.833,0.714,0.75,0.5,0.5,0.929,0.071,0.357,0.857,0.867,0.643,0
287,2010,England,Hospital,17,4,0.235,1,1,0,1,0,0,0.25,0.75,0,0,0.5,0.4,0,0.25,7,7,1.75,0.5,0.75,0,0.75,0,0,0,0,1,0,0,0.5,1,0.5,0,0,0.5,1,0,0,0,1,1,0
288,2010,England,Hospital,465,84,0.181,0.976,0.95,0.108,0.747,0.145,0.083,0.429,0.274,0.214,0,0.71,0.1,0.04,0.06,6.03,5.6,4.3,0.446,0.238,0.131,0.155,0.19,0.103,0.875,0.442,0.296,0.071,0.214,0.906,0.68,0.552,0.684,0.517,0.581,0.871,0.167,0.267,0.586,0.75,0.7,0
289,2010,England,Site,664,81,0.122,1,0.9,0.128,0.615,0.256,0.063,0.405,0.392,0.139,0,0.56,0.17,0.03,0.08,6.17,5.87,4.1,0.453,0.286,0.247,0.078,0.195,0.128,0.625,0.228,0.169,0.086,0.235,0.949,0.75,0.743,0.655,0.595,0.526,0.895,0.158,0.289,0.722,0.949,0.811,0.037
290,2010,England,Hospital,400,58,0.145,0.818,0.912,0.053,0.579,0.368,0.054,0.214,0.536,0.196,0,0.43,0.14,0.07,0.05,5.35,5.26,4.55,0.294,0.255,0.196,0.137,0.176,0.14,0.857,0.182,0.5,0.069,0.31,0.867,0.667,0.813,0.8,0.643,0.5,0.813,0.188,0.438,0.688,0.938,0.8,0
291,2010,England,Hospital,400,50,0.125,0.9,0.813,0.044,0.822,0.133,0.04,0.14,0.72,0.1,0,0.8,0.48,0.08,0.2,4.88,4.15,3.85,0.179,0.289,0.079,0.289,0.105,0.021,1,0.435,0.05,0.12,0.26,0.818,0.474,0.55,0.381,0.353,0.409,0.818,0.182,0.273,0.474,0.773,0.545,0
292,2010,England,Hospital,650,86,0.132,0.897,0.767,0.094,0.765,0.141,0.133,0.361,0.373,0.133,0,0.66,0.28,0.14,0.05,5.8,5.19,2.27,0.274,0.446,0.324,0.257,0.338,0.12,0.8,0.225,0.183,0.07,0.186,0.841,0.821,0.744,0.667,0.7,0.477,0.841,0.295,0.295,0.581,0.907,0.689,0.111
293,2010,England,Hospital,786,88,0.112,0.913,0.675,0.136,0.593,0.272,0.093,0.244,0.512,0.151,0,0.47,0.31,0,0.04,5.99,5.18,3.38,0.149,0.3,0.188,0.188,0.125,0.094,0.667,0.174,0.115,0.159,0.261,0.947,0.789,0.737,0.5,0.889,0.4,0.85,0.333,0.222,0.65,1,0.611,0
294,2010,England,Site,788,111,0.141,0.991,0.942,0.121,0.523,0.355,0.038,0.337,0.5,0.125,0,0.5,0.17,0.07,0.25,5.37,5.37,3.04,0.392,0.494,0.322,0.299,0.276,0.253,0.118,0,0.282,0.108,0.234,0.73,0.611,0.657,0.444,0.788,0.361,0.711,0.243,0.351,0.605,0.8,0.529,0
295,2010,England,Hospital,663,96,0.145,0.947,0.895,0.074,0.66,0.266,0.094,0.333,0.396,0.177,0,1.01,0.15,0.09,0.02,5.69,5.31,4.02,0.297,0.355,0.28,0.151,0.215,0.116,0.7,0.305,0.175,0.063,0.229,0.969,0.774,0.793,0.5,0.655,0.469,0.813,0.344,0.281,0.71,0.935,0.688,0
296,2010,England,Hospital,300,44,0.147,0.773,0.825,0.047,0.651,0.302,0.095,0.333,0.429,0.143,0,0.67,0.18,0.07,0.07,6.49,5.58,3.93,0.333,0.286,0.214,0.119,0.167,0.023,0,0.091,0,0.114,0.227,0.947,0.706,0.8,0.417,0.667,0.4,0.842,0.25,0.3,0.833,0.95,0.75,0
